fid,OBJECTID,Street,SAFStreetName,FeatureTyp,SegmentTyp,IncExFlag,RB_Layer,NonPed,TrafDir,TrafSrc,SpecAddr,FaceCode,SeqNum,StreetCode,SAFStreetCode,LGC1,LGC2,LGC3,LGC4,LGC5,LGC6,LGC7,LGC8,LGC9,BOE_LGC,SegmentID,SegCount,LocStatus,LZip,RZip,LBoro,RBoro,L_CD,R_CD,LATOMICPOLYGON,RATOMICPOLYGON,LCT2020,LCT2020Suf,RCT2020,RCT2020Suf,LCB2020,LCB2020Suf,RCB2020,RCB2020Suf,LCT2010,LCT2010Suf,RCT2010,RCT2010Suf,LCB2010,LCB2010Suf,RCB2010,RCB2010Suf,LCT2000,LCT2000Suf,RCT2000,RCT2000Suf,LCB2000,LCB2000Suf,RCB2000,RCB2000Suf,LCT1990,LCT1990Suf,RCT1990,RCT1990Suf,LAssmDist,LElectDist,RAssmDist,RElectDist,SplitElect,LSchlDist,RSchlDist,SplitSchl,LSubSect,RSubSect,SanDistInd,MapFrom,MapTo,BoroBndry,MH_RI_Flag,XFrom,YFrom,XTo,YTo,ArcCenterX,ArcCenterY,CurveFlag,Radius,NodeIDFrom,NodeIDTo,NodeLevelF,NodeLevelT,ConParity,Twisted,RW_TYPE,PhysicalID,GenericID,NYPDID,FDNYID,LBlockFaceID,RBlockFaceID,LegacyID,Status,StreetWidth_Min,StreetWidth_Max,StreetWidth_Irr,BikeLane,BIKE_TRAFDIR,ACTIVE_FLAG,POSTED_SPEED,Snow_Priority,Number_Travel_Lanes,Number_Park_Lanes,Number_Total_Lanes,Carto_Display_Level,FCC,ROW_Type,LLo_Hyphen,LHi_Hyphen,RLo_Hyphen,RHi_Hyphen,FromLeft,ToLeft,FromRight,ToRight,Join_ID,L_PD_Service_Area,R_PD_Service_Area,TRUCK_ROUTE_TYPE,SHAPE_Length
"740","199524",BROOKLYN QUEENS EXPRESSWAY EAST,                                ,"0",R, ,R,V,A,DCP, ,"1442","00145","437395",      ,"07","01","14",  ,  ,  ,  ,  ,  ,"1","0343900","1", ,"11377","11377","4","4","403","403","219","138"," 309","06"," 297",  ,"1005", ,"2000", ," 309","02"," 309","02","3005", ,"3005", ," 309","02"," 309","02","2005", ,"2005", ," 309","02"," 309","02","30","046","30","046", ,"30","30",,1E,1E, ,9D ,9D , , ,"1012028","215229","1012040","215096","0","0", ,"0","0106201","9062488",Q,Q, , ," 3","195845",,       ,       ,"0102266191","0102263800","0190692","2",22,42, ,  ,  ,,"45",C," 2",  ," 2","10",  , ,,,,,"0","0","0","0","4144207011400", , ,"3",133.011702472735
"741","199525",BROOKLYN QUEENS EXPRESSWAY EAST,                                ,"0",R, ,R,V,A,DCP, ,"1442","00150","437395",      ,"07","01","14",  ,  ,  ,  ,  ,  ,"1","0343901","1", ,"11377","11377","4","4","403","403","219","138"," 309","06"," 297",  ,"1005", ,"2000", ," 309","02"," 309","02","3005", ,"3005", ," 309","02"," 309","02","2005", ,"2005", ," 309","02"," 309","02","30","046","30","046", ,"30","30",,1E,1E, ,9D ,9D , , ,"1012040","215096","1012068","214926","0","0", ,"0","9062488","0096987",Q,Q, , ," 3","195845",,       ,       ,"0102266191","0102263800","0190692","2",22,42, ,  ,  ,,"45",C," 2",  ," 2","10",  , ,,,,,"0","0","0","0","4144207011400", , ,"3",172.242266298059
"742","199526",BROOKLYN QUEENS EXPRESSWAY EAST,                                ,"0",G, ,G,V,T,DCP, ,"1442","00059","437395",      ,"07","01",  ,  ,  ,  ,  ,  ,  ,"1","0343908","1",X,"11377","11377","4","4","403","401","138","228"," 297",  ," 297",  ,"2000", ,"2000", ," 309","02"," 297",  ,"3005", ,"2000", ," 309","02"," 297",  ,"2005", ,"2000", ," 309","02"," 297",  ,"30","046","30","046", ,"30","30",,1E,5D, ,9D ,9D , , ,"1011991","215228","1012003","215091","0","0", ,"0","0106200","9062493",*,*, , ," 3",,"180752",       ,       ,          ,          ,"0191702","2",,, ,  ,  ,,  ,C,  ,  ,  ,"10",  , ,,,,,"0","0","0","0","4144207010000", , , ,137.823831330817
"743","199527",BROOKLYN QUEENS EXPRESSWAY EAST,                                ,"0",G, ,G,V,T,DCP, ,"1442","00064","437395",      ,"07","01",  ,  ,  ,  ,  ,  ,  ,"1","0343909","1",X,"11377","11377","4","4","403","401","138","228"," 297",  ," 297",  ,"2000", ,"2000", ," 309","02"," 297",  ,"3005", ,"2000", ," 309","02"," 297",  ,"2005", ,"2000", ," 309","02"," 297",  ,"30","046","30","046", ,"30","30",,1E,5D, ,9D ,9D , , ,"1012003","215091","1012030","214921","1023481","216844",R,"11611","9062493","0046394",*,*, , ," 3",,"180752",       ,       ,          ,          ,"0191702","2",,, ,  ,  ,,  ,C,  ,  ,  ,"10",  , ,,,,,"0","0","0","0","4144207010000", , , ,172.044124395138
"744","199720",BROOKLYN QUEENS EXPRESSWAY WEST,                                ,"0",U, ,B, ,A,DCP, ,"1444","06000","437395",      ,"08","01","03","05","18",  ,  ,  ,  ,"4","0345831","1", ,"11377","11377","4","4","401","401","133","159"," 137",  ," 137",  ,"1006", ,"1007", ," 137",  ," 137",  ,"1006", ,"1006", ," 137",  ," 137",  ,"1024", ,"1021", ," 137",  ," 137",  ,"34","015","34","014", ,"30","30",,  ,  , ,9C ,9C , , ,"1010882","219130","1010871","219117","0","0", ,"0","0046254","9063236",M,M, , ," 1","197837","182451",       ,       ,"0102266517","0102265950","0175147","2",48,48, ,  ,  ,,"25",C," 4",  ," 4",,  , ,,,,,"0","0","0","0","4144408010305", , , ,17.019842391233
"745","199721",BROOKLYN QUEENS EXPRESSWAY WEST,                                ,"0",U, ,B, ,A,DCP, ,"1444","06005","437395",      ,"08","01","03","05","18",  ,  ,  ,  ,"4","0345832","2", ,"11377","11377","4","4","401","401","133","159"," 137",  ," 137",  ,"1006", ,"1007", ," 137",  ," 137",  ,"1006", ,"1006", ," 137",  ," 137",  ,"1024", ,"1021", ," 137",  ," 137",  ,"34","015","34","014", ,"30","30",,  ,  , ,9C ,9C , , ,"1010871","219117","1010850","219092","0","0", ,"0","9063236","0086888",M,M, , ," 3","197837","182451",       ,       ,"0102266517","0102265950","0175147","2",48,48, ,  ,  ,,"25",C," 4",  ," 4",,  , ,,,,,"0","0","0","0","4144408010305", , , ,32.9155038359161
"746","199722",BROOKLYN QUEENS EXPRESSWAY WEST,47 ST OVER GRAND CNTRL PARKWAY  ,"0",U, ,B, ,A,DCP,N,"1444","06005","437395","400557","08","01","03","05","18",  ,  ,  ,  ,"4","0345832","2", ,"11377","11377","4","4","401","401","133","159"," 137",  ," 137",  ,"1006", ,"1007", ," 137",  ," 137",  ,"1006", ,"1006", ," 137",  ," 137",  ,"1024", ,"1021", ," 137",  ," 137",  ,"34","015","34","014", ,"30","30",,  ,  , ,9C ,9C , , ,"1010871","219117","1010850","219092","0","0", ,"0","9063236","0086888",M,M, , ," 3","197837","182451",       ,       ,"0102266517","0102265950","0175147","2",48,48, ,  ,  ,,"25",C," 4",  ," 4",,  , ,,,,,"0","0","0","0",40055701000000N, , , ,32.9155038359161
"747","199723",BROOKLYN QUEENS EXPRESSWAY WEST,                                ,"0",U, ,B, ,A,DOT, ,"1444","06030","437395",      ,"08","01","03","05","18",  ,  ,  ,  ,"4","0345834","1", ,"11377","11377","4","4","401","401","201","149"," 137",  ," 137",  ,"1019", ,"1019", ," 137",  ," 137",  ,"1023", ,"1017", ," 137",  ," 137",  ,"1023", ,"1022", ," 137",  ," 137",  ,"34","017","34","017", ,"30","30",,  ,  , ,9C ,9C , , ,"1010823","219045","1010813","219030","0","0", ,"0","0087038","9063239",M,M, , ," 3","197838","68254",       ,       ,"0102266517","0102265950","0175146","2",48,35, ,  ,  ,,"25",C," 4",  ," 4",,  , ,,,,,"0","0","0","0","4144408010305", , , ,17.3243538624921
"748","199724",BROOKLYN QUEENS EXPRESSWAY WEST,                                ,"0",U, ,B, ,A,DOT, ,"1444","06035","437395",      ,"08","01","03","05","18",  ,  ,  ,  ,"4","0345835","1", ,"11377","11377","4","4","401","401","201","149"," 137",  ," 137",  ,"1019", ,"1019", ," 137",  ," 137",  ,"1023", ,"1017", ," 137",  ," 137",  ,"1023", ,"1022", ," 137",  ," 137",  ,"34","017","34","017", ,"30","30",,  ,  , ,9C ,9C , , ,"1010813","219030","1010804","218920","0","0",I,"0","9063239","0046234",M,M, , ," 1","197838","68254",       ,       ,"0102266517","0102265950","0175146","2",48,35, ,  ,  ,,"25",C," 4",  ," 4",,  , ,,,,,"0","0","0","0","4144408010305", , , ,112.149118212911
"749","199776",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",E, ,B,V,W,DCP, ,"1440","02441","437395",      ,"01","18",  ,  ,  ,  ,  ,  ,  ,"1","0346176","1", ,"11377","11377","4","4","401","401","147","202"," 137",  ," 137",  ,"1018", ,"1019", ," 137",  ," 137",  ,"1018", ,"1017", ," 137",  ," 137",  ,"1022", ,"1022", ," 137",  ," 137",  ,"34","017","34","017", ,"30","30",,  ,  , ,9C ,9C , , ,"1010766","218929","1010727","219031","0","0",I,"0","0086863","9063416",M,M, , ," 9","197994","182589",       ,       ,"0102265227","0102265948","0175115","2",14,35, ,  ,  ,,  ,C," 1",  ," 1","10",  , ,,,,,"0","0","0","0","4144001180000", , ,"3",109.72286363597
"750","199777",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",E, ,B,V,W,DCP, ,"1440","02451","437395",      ,"01","18",  ,  ,  ,  ,  ,  ,  ,"1","0346177","1", ,"11377","11377","4","4","401","401","147","202"," 137",  ," 137",  ,"1018", ,"1019", ," 137",  ," 137",  ,"1018", ,"1017", ," 137",  ," 137",  ,"1022", ,"1022", ," 137",  ," 137",  ,"34","017","34","017", ,"30","30",,  ,  , ,9C ,9C , , ,"1010727","219031","1010711","219074","0","0",I,"0","9063416","0095292",M,M, , ," 3","197994","182589",       ,       ,"0102265227","0102265948","0175115","2",14,35, ,  ,  ,,  ,C," 1",  ," 1","10",  , ,,,,,"0","0","0","0","4144001180000", , ,"3",45.3068644737437
"751","200002",QUEENS BOULEVARD,                                ,"0",G, ,G, ,T,DCP, ,"3894","03171","459990",      ,"01",  ,  ,  ,  ,  ,  ,  ,  ,"1","0347246","1",X,"11377","11377","4","4","402","402","116","139"," 247",  ," 247",  ,"1007", ,"1007", ," 247",  ," 245",  ,"1000", ,"3000", ," 247",  ," 245",  ,"1008", ,"1000", ," 247",  ," 245",  ,"30","022","30","012", ,"24","24",,1D,1E, ,9D ,9D , , ,"1012165","209205","1012192","209201","0","0", ,"0","0045387","9064002",*,*, , ," 1",,"175218",       ,       ,          ,          ,"0174768","2",,, ,  ,  ,,  ,C,  ,  ,  ,"10",  , , 65-093, 65-099, 65-094, 65-098,"65093","65099","65094","65098","4389401000000", , , ,26.5090938899893
"752","200003",QUEENS BOULEVARD,                                ,"0",G, ,G, ,T,DCP, ,"3894","03173","459990",      ,"01",  ,  ,  ,  ,  ,  ,  ,  ,"1","0347247","1",X,"11377","11377","4","4","402","402","116","139"," 247",  ," 247",  ,"1007", ,"1007", ," 247",  ," 245",  ,"1000", ,"3000", ," 247",  ," 245",  ,"1008", ,"1000", ," 247",  ," 245",  ,"30","022","30","012", ,"24","24",,1D,1E, ,9D ,9D , , ,"1012192","209201","1012247","209194","0","0", ,"0","9064002","0086349",*,*, , ," 3",,"175218",       ,       ,          ,          ,"0174768","2",,, ,  ,  ,,  ,C,  ,  ,  ,"10",  , ,,,,,"0","0","0","0","4389401000000", , , ,55.2231752990853
"753","200004",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DCP, ,"3894","11810","459990",      ,"01","05","08",  ,  ,  ,  ,  ,  ,"1","0347248","1", ,"11377","11377","4","4","402","402","120","116"," 247",  ," 247",  ,"1007", ,"1007", ," 247",  ," 247",  ,"1000", ,"1000", ," 247",  ," 247",  ,"1008", ,"1008", ," 247",  ," 247",  ,"30","022","30","022", ,"24","24",,1D,1D, ,9D ,9D , , ,"1012174","209225","1012210","209219","0","0", ,"0","0080969","9064003",M,M, , ," 1","12097",,       ,       ,"0092266920","0092267326","0157000","2",45,45, ,  ,  ,,"25",C," 5",  ," 5","10",  , ,,,,,"0","0","0","0","4389401050800", , ,"3",35.9492572430063
"754","200005",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DCP, ,"3894","11815","459990",      ,"01","05","08",  ,  ,  ,  ,  ,  ,"1","0347249","1", ,"11377","11377","4","4","402","402","120","116"," 247",  ," 247",  ,"1007", ,"1007", ," 247",  ," 247",  ,"1000", ,"1000", ," 247",  ," 247",  ,"1008", ,"1008", ," 247",  ," 247",  ,"30","022","30","022", ,"24","24",,1D,1D, ,9D ,9D , , ,"1012210","209219","1012262","209211","0","0", ,"0","9064003","0081922",M,M, , ," 3","12097",,       ,       ,"0092266920","0092267326","0157000","2",45,45, ,  ,  ,,"25",C," 5",  ," 5","10",  , ,,,,,"0","0","0","0","4389401050800", , ,"3",52.7911727448614
"755","200008",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DCP, ,"3894","07610","459990",      ,"01","05","07","43",  ,  ,  ,  ,  ,"1","0347254","1", ,"11377","11377","4","4","402","402","108","120"," 247",  ," 247",  ,"1006", ,"1007", ," 247",  ," 247",  ,"1000", ,"1000", ," 247",  ," 247",  ,"1008", ,"1008", ," 247",  ," 247",  ,"30","022","30","022", ,"24","24",,1D,1D, ,9D ,9D , , ,"1012197","209284","1012254","209268","0","0", ,"0","0083041","9064005",M,M, , ," 1","198510",,       ,       ,"0092266639","0092266921","0156243","2",26,30, ," 1",TF,,"25",C," 2",  ," 2",,  , , 65-093, 65-099,,,"65093","65099","0","0","4389401050743", , ,"3",59.7929595992543
"756","200009",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DCP, ,"3894","07615","459990",      ,"01","05","07","43",  ,  ,  ,  ,  ,"1","0347255","1", ,"11377","11377","4","4","402","402","108","120"," 247",  ," 247",  ,"1006", ,"1007", ," 247",  ," 247",  ,"1000", ,"1000", ," 247",  ," 247",  ,"1008", ,"1008", ," 247",  ," 247",  ,"30","022","30","022", ,"24","24",,1D,1D, ,9D ,9D , , ,"1012254","209268","1012299","209256","0","0", ,"0","9064005","0083042",M,M, , ," 3","198510",,       ,       ,"0092266639","0092266921","0156243","2",26,30, ," 1",TF,,"25",C," 2",  ," 2",,  , ,,,,,"0","0","0","0","4389401050743", , ,"3",46.6811016808537
"757","200010",QUEENS BOULEVARD,                                ,"0",R, ,R, ,W,DOT, ,"3894","09820","459990",      ,"01","06","09","43",  ,  ,  ,  ,  ,"1","0347256","1", ,"11377","11377","4","4","402","402","142","114"," 247",  ," 245",  ,"1007", ,"3000", ," 245",  ," 245",  ,"3000", ,"3000", ," 245",  ," 245",  ,"1000", ,"1000", ," 245",  ," 245",  ,"30","012","30","012", ,"24","24",,1E,1E, ,9D ,9D , , ,"1012084","209161","1012136","209150","0","0", ,"0","0089462","9064006",M,M, , ," 1","12195",,       ,       ,"0092267325","0102269359","0149406","2",30,30, ," 1",FT,,"25",C," 3",  ," 3",,  , ,,, 65-030, 65-092,"0","0","65030","65092","4389401060943", , ,"3",52.9244437613153
"758","200011",QUEENS BOULEVARD,                                ,"0",R, ,R, ,W,DOT, ,"3894","09825","459990",      ,"01","06","09","43",  ,  ,  ,  ,  ,"1","0347257","1", ,"11377","11377","4","4","402","402","142","114"," 247",  ," 245",  ,"1007", ,"3000", ," 245",  ," 245",  ,"3000", ,"3000", ," 245",  ," 245",  ,"1000", ,"1000", ," 245",  ," 245",  ,"30","012","30","012", ,"24","24",,1E,1E, ,9D ,9D , , ,"1012136","209150","1012144","209149","0","0", ,"0","9064006","0089596",M,M, , ," 1","12195",,       ,       ,"0092267325","0102269359","0149406","2",30,30, ," 1",FT,,"25",C," 3",  ," 3",,  , ,,, 65-094, 65-098,"0","0","65094","65098","4389401060943", , ,"3",7.83770804958464
"759","200117",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,W,DCP, ,"1440","00865","437395",      ,"01","11","18",  ,  ,  ,  ,  ,  ,"1","0348180","1", ,"11377","11377","4","4","402","402","117","122"," 291",  ," 293",  ,"3005", ,"1006", ," 293",  ," 293",  ,"1007", ,"1007", ," 293",  ," 293",  ,"1011", ,"1011", ," 293",  ," 293",  ,"30","052","30","052", ,"30","30",,1C,1C, ,9D ,9D , , ,"1012678","212831","1012686","212790","0","0", ,"0","9037691","9064419",Q,Q, , ," 2","155363",,       ,       ,"0092261000","0092264207","0142002","2",30,48, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001111800", , ,"3",42.0649297894667
"760","200118",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,W,DCP, ,"1440","00867","437395",      ,"01","11","18",  ,  ,  ,  ,  ,  ,"1","0348181","1", ,"11377","11377","4","4","402","402","117","122"," 291",  ," 293",  ,"3005", ,"1006", ," 293",  ," 293",  ,"1007", ,"1007", ," 293",  ," 293",  ,"1011", ,"1011", ," 293",  ," 293",  ,"30","052","30","052", ,"30","30",,1C,1C, ,9D ,9D , , ,"1012686","212790","1012703","212706","0","0", ,"0","9064419","0085769",Q,Q, , ," 3","155363",,       ,       ,"0092261000","0092264207","0142002","2",30,48, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001111800", , ,"3",85.9382221379429
"761","200119",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,W,DCP, ,"1440","00870","437395",      ,"01","11","18",  ,  ,  ,  ,  ,  ,"1","0348183","1", ,"11377","11377","4","4","402","402","200","201"," 291",  ," 293",  ,"1003", ,"1007", ," 293",  ," 293",  ,"1008", ,"1008", ," 293",  ," 293",  ,"1012", ,"1012", ," 293",  ," 293",  ,"30","054","30","054", ,"30","30",,2C,2C, ,9D ,9D , , ,"1012703","212706","1012728","212620","1014242","213122",R,"1595","0085769","9064421",Q,Q, , ," 3","198958",,       ,       ,"0092261000","0092267251","0142001","2",30,48, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001111800", , ,"3",89.0990733606812
"762","200120",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,W,DCP, ,"1440","00875","437395",      ,"01","11","18",  ,  ,  ,  ,  ,  ,"1","0348184","1", ,"11377","11377","4","4","402","402","200","201"," 291",  ," 293",  ,"1003", ,"1007", ," 293",  ," 293",  ,"1008", ,"1008", ," 293",  ," 293",  ,"1012", ,"1012", ," 293",  ," 293",  ,"30","054","30","054", ,"30","30",,2C,2C, ,9D ,9D , , ,"1012728","212620","1012768","212519","1013754","212960",R,"1081","9064421","0095895",Q,M, , ," 2","198958",,       ,       ,"0092261000","0092267251","0142001","2",30,48, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001111800", , ,"3",109.236182649574
"763","200121",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",G, ,G,V,T,DCP, ,"1440","00060","437395",      ,"01","18",  ,  ,  ,  ,  ,  ,  ,"1","0348185","1",X,"11377","11377","4","4","402","402","214","117"," 291",  ," 291",  ,"3005", ,"3005", ," 291",  ," 293",  ,"2004", ,"1007", ," 291",  ," 293",  ,"2004", ,"1011", ," 291",  ," 293",  ,"30","045","30","052", ,"30","30",,2C,1C, ,9D ,9D , , ,"1012708","212857","1012719","212795","0","0", ,"0","0096150","9064422",*,*, , ," 2",,"183383",       ,       ,          ,          ,"0192750","2",,, ,  ,  ,,  ,C,  ,  ,  ,"10",  , ,,,,,"0","0","0","0","4144001180000", , , ,62.9273884605595
"764","200122",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",G, ,G,V,T,DCP, ,"1440","00065","437395",      ,"01","18",  ,  ,  ,  ,  ,  ,  ,"1","0348186","1",X,"11377","11377","4","4","402","402","214","117"," 291",  ," 291",  ,"3005", ,"3005", ," 291",  ," 293",  ,"2004", ,"1007", ," 291",  ," 293",  ,"2004", ,"1011", ," 291",  ," 293",  ,"30","045","30","052", ,"30","30",,2C,1C, ,9D ,9D , , ,"1012719","212795","1012735","212709","0","0", ,"0","9064422","0046380",*,*, , ," 3",,"183383",       ,       ,          ,          ,"0192750","2",,, ,  ,  ,,  ,C,  ,  ,  ,"10",  , ,,,,,"0","0","0","0","4144001180000", , , ,86.7649156521353
"765","200123",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",G, ,G,V,T,DCP, ,"1440","00070","437395",      ,"01","18",  ,  ,  ,  ,  ,  ,  ,"1","0348209","1",X,"11377","11377","4","4","402","402","413","200"," 291",  ," 291",  ,"1003", ,"1003", ," 291",  ," 293",  ,"4004", ,"1008", ," 291",  ," 293",  ,"4007", ,"1012", ," 291",  ," 293",  ,"30","054","30","054", ,"30","30",,2C,2C, ,9D ,9D , , ,"1012735","212709","1012754","212624","1013596","212860",R,"874","0046380","9064433",*,*, , ," 3",,"183399",       ,       ,          ,          ,"0075763","2",,, ,  ,  ,,  ,C,  ,  ,  ,"10",  , ,,,,,"0","0","0","0","4144001180000", , , ,87.1844231479103
"766","200124",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",G, ,G,V,T,DCP, ,"1440","00075","437395",      ,"01","18",  ,  ,  ,  ,  ,  ,  ,"1","0348210","1",X,"11377","11377","4","4","402","402","413","200"," 291",  ," 291",  ,"1003", ,"1003", ," 291",  ," 293",  ,"4004", ,"1008", ," 291",  ," 293",  ,"4007", ,"1012", ," 291",  ," 293",  ,"30","054","30","054", ,"30","30",,2C,2C, ,9D ,9D , , ,"1012754","212624","1012788","212526","1013596","212860",R,"874","9064433","0046379",*,*, , ," 2",,"183399",       ,       ,          ,          ,"0075763","2",,, ,  ,  ,,  ,C,  ,  ,  ,"10",  , ,,,,,"0","0","0","0","4144001180000", , , ,104.184494357401
"767","200125",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,A,DCP, ,"1440","01670","437395",      ,"01","12","18",  ,  ,  ,  ,  ,  ,"1","0348233","1", ,"11377","11377","4","4","402","402","402","413"," 291",  ," 291",  ,"1002", ,"1003", ," 291",  ," 291",  ,"4004", ,"4004", ," 291",  ," 291",  ,"4007", ,"4007", ," 291",  ," 291",  ,"30","054","30","054", ,"30","30",,2C,2C, ,9D ,9D , , ,"1012756","212713","1012776","212627","0","0", ,"0","0085906","9064436",Q,Q, , ," 3","198977",,       ,       ,"0092267247","0092261006","0142000","2",35,58, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001121800", , ,"3",88.108479451551
"768","200126",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,A,DCP, ,"1440","01675","437395",      ,"01","12","18",  ,  ,  ,  ,  ,  ,"1","0348234","1", ,"11377","11377","4","4","402","402","402","413"," 291",  ," 291",  ,"1002", ,"1003", ," 291",  ," 291",  ,"4004", ,"4004", ," 291",  ," 291",  ,"4007", ,"4007", ," 291",  ," 291",  ,"30","054","30","054", ,"30","30",,2C,2C, ,9D ,9D , , ,"1012776","212627","1012807","212532","1013805","212910",R,"1067","9064436","0095896",Q,M, , ," 2","198977",,       ,       ,"0092267247","0092261006","0142000","2",35,58, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001121800", , ,"3",99.6780739585028
"769","200127",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,A,DCP, ,"1440","01660","437395",      ,"01","12","18",  ,  ,  ,  ,  ,  ,"1","0348235","1", ,"11377","11377","4","4","402","402","215","214"," 291",  ," 291",  ,"3004", ,"3005", ," 291",  ," 291",  ,"2004", ,"2004", ," 291",  ," 291",  ,"2004", ,"2004", ," 291",  ," 291",  ,"30","045","30","045", ,"30","30",,2C,2C, ,9D ,9D , , ,"1012742","212829","1012746","212798","0","0", ,"0","0096155","9064437",Q,Q, , ," 2","198978",,       ,       ,"0092264131","0092261006","0142003","2",58,58, ,  ,  ,,"45",C," 4",  ," 4","10",  , ,,,,,"0","0","0","0","4144001121800", , ,"3",30.9935059911817
"770","200128",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,A,DCP, ,"1440","01665","437395",      ,"01","12","18",  ,  ,  ,  ,  ,  ,"1","0348236","2", ,"11377","11377","4","4","402","402","215","214"," 291",  ," 291",  ,"3004", ,"3005", ," 291",  ," 291",  ,"2004", ,"2004", ," 291",  ," 291",  ,"2004", ,"2004", ," 291",  ," 291",  ,"30","045","30","045", ,"30","30",,2C,2C, ,9D ,9D , , ,"1012746","212798","1012756","212713","0","0", ,"0","9064437","0085906",Q,Q, , ," 3","198978",,       ,       ,"0092264131","0092261006","0142003","2",58,58, ,  ,  ,,"45",C," 4",  ," 4","10",  , ,,,,,"0","0","0","0","4144001121800", , ,"3",85.7785186147349
"771","200129",BROOKLYN QUEENS EXPRESSWAY,I- 278 BQE OVER 35 AVENUE       ,"0",R, ,R,V,A,DCP,N,"1440","01665","437395","400589","01","12","18",  ,  ,  ,  ,  ,  ,"1","0348236","2", ,"11377","11377","4","4","402","402","215","214"," 291",  ," 291",  ,"3004", ,"3005", ," 291",  ," 291",  ,"2004", ,"2004", ," 291",  ," 291",  ,"2004", ,"2004", ," 291",  ," 291",  ,"30","045","30","045", ,"30","30",,2C,2C, ,9D ,9D , , ,"1012746","212798","1012756","212713","0","0", ,"0","9064437","0085906",Q,Q, , ," 3","198978",,       ,       ,"0092264131","0092261006","0142003","2",58,58, ,  ,  ,,"45",C," 4",  ," 4","10",  , ,,,,,"0","0","0","0",40058901000000N, , ,"3",85.7785186147349
"772","200145",BROOKLYN QUEENS EXPRESSWAY WEST,                                ,"0",G, ,G,V,T,DCP, ,"1444","00090","437395",      ,"08","01","18",  ,  ,  ,  ,  ,  ,"1","0348440","1", ,"11377","11377","4","4","401","401","303","225"," 297",  ," 297",  ,"2002", ,"2002", ," 297",  ," 297",  ,"2002", ,"2003", ," 297",  ," 297",  ,"2002", ,"2003", ," 297",  ," 297",  ,"30","048","30","048", ,"30","30",,5D,5D, ,9D ,9D , , ,"1011760","215338","1011784","215282","0","0", ,"0","0046313","9064557",*,*, , ," 2",,"183546",       ,       ,          ,          ,"0075642","2",,, ,  ,  ,,  ,C,  ,  ,  ,"10",  , ,,,,,"0","0","0","0","4144408011800", , , ,60.7102448034475
